"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
7573,CA-2014-100916,2014-10-21,2014-10-26,"Standard Class",FH-14275,"Frank Hawley",Corporate,"United States","Newport News",Virginia,23602,South,FUR-TA-10004607,Furniture,Tables,"Hon 2111 Invitation Series Straight Table",591.32,4,0,112.3508
7574,CA-2014-100916,2014-10-21,2014-10-26,"Standard Class",FH-14275,"Frank Hawley",Corporate,"United States","Newport News",Virginia,23602,South,OFF-AR-10001022,"Office Supplies",Art,"SANFORD Liquid Accent Tank-Style Highlighters",2.84,1,0,0.8804
7572,CA-2014-100916,2014-10-21,2014-10-26,"Standard Class",FH-14275,"Frank Hawley",Corporate,"United States","Newport News",Virginia,23602,South,OFF-ST-10003479,"Office Supplies",Storage,"Eldon Base for stackable storage shelf, platinum",194.7,5,0,9.735
7868,CA-2014-100972,2014-11-19,2014-11-24,"Second Class",DB-13360,"Dennis Bolton","Home Office","United States","Salt Lake City",Utah,84106,West,OFF-PA-10000357,"Office Supplies",Paper,"Xerox 1888",166.44,3,0,79.8912
6252,CA-2014-101147,2014-12-02,2014-12-04,"First Class",MC-17575,"Matt Collins",Consumer,"United States",Chicago,Illinois,60623,Central,OFF-AP-10004249,"Office Supplies",Appliances,"Staple holder",2.394,1,0.8,-6.3441
4565,CA-2014-101175,2014-12-09,2014-12-14,"Standard Class",DM-12955,"Dario Medina",Corporate,"United States",Mesa,Arizona,85204,West,OFF-ST-10004950,"Office Supplies",Storage,"Acco Perma 3000 Stacking Storage Drawers",100.704,6,0.2,-1.2588
6170,CA-2014-101266,2014-08-27,2014-08-30,"Second Class",MM-17920,"Michael Moore",Consumer,"United States",Springfield,Virginia,22153,South,OFF-PA-10002986,"Office Supplies",Paper,"Xerox 1898",13.36,2,0,6.4128
9724,CA-2014-101364,2014-12-22,2014-12-26,"Standard Class",TW-21025,"Tamara Willingham","Home Office","United States","New York City","New York",10011,East,OFF-BI-10003984,"Office Supplies",Binders,"Lock-Up Easel 'Spel-Binder'",296.712,13,0.2,100.1403
8091,CA-2014-101392,2014-12-07,2014-12-13,"Standard Class",AS-10630,"Ann Steele","Home Office","United States",Seattle,Washington,98103,West,OFF-ST-10000532,"Office Supplies",Storage,"Advantus Rolling Drawer Organizers",269.36,7,0,70.0336
8690,CA-2014-101427,2014-12-26,2014-12-30,"Standard Class",AY-10555,"Andy Yotov",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,"Office Supplies",Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,3,0.2,1.1022
6850,CA-2014-101462,2014-04-20,2014-04-25,"Standard Class",BP-11230,"Benjamin Patterson",Consumer,"United States","Los Angeles",California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4,0,27.5632
428,CA-2014-101476,2014-09-12,2014-09-13,"First Class",SD-20485,"Shirley Daniels","Home Office","United States","New Rochelle","New York",10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
5193,CA-2014-101560,2014-11-28,2014-12-01,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,FUR-FU-10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",397.6,5,0,43.736
5195,CA-2014-101560,2014-11-28,2014-12-01,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,OFF-AR-10004757,"Office Supplies",Art,"Crayola Colored Pencils",13.12,4,0,4.3296
5194,CA-2014-101560,2014-11-28,2014-12-01,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,OFF-PA-10001363,"Office Supplies",Paper,"Xerox 1933",85.96,7,0,40.4012
1576,CA-2014-101602,2014-12-15,2014-12-18,"First Class",MC-18100,"Mick Crebagga",Consumer,"United States","El Paso",Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
1575,CA-2014-101602,2014-12-15,2014-12-18,"First Class",MC-18100,"Mick Crebagga",Consumer,"United States","El Paso",Texas,79907,Central,TEC-PH-10000169,Technology,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder",40.68,3,0.2,-9.153
5480,CA-2014-101770,2014-03-31,2014-04-04,"Standard Class",KB-16240,"Karen Bern",Corporate,"United States",Miami,Florida,33180,South,OFF-BI-10001097,"Office Supplies",Binders,"Avery Hole Reinforcements",1.869,1,0.7,-1.3083
9461,CA-2014-101833,2014-11-17,2014-11-22,"Second Class",FG-14260,"Frank Gastineau","Home Office","United States","New York City","New York",10024,East,OFF-PA-10003591,"Office Supplies",Paper,"Southworth 100% Cotton The Best Paper",34.44,3,0,17.22
3846,CA-2014-101931,2014-10-28,2014-10-31,"First Class",TS-21370,"Todd Sumrall",Corporate,"United States","Los Angeles",California,90049,West,FUR-BO-10001337,Furniture,Bookcases,"O'Sullivan Living Dimensions 2-Shelf Bookcases",616.998,6,0.15,-36.294
3843,CA-2014-101931,2014-10-28,2014-10-31,"First Class",TS-21370,"Todd Sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",7.184,2,0.2,2.245
3847,CA-2014-101931,2014-10-28,2014-10-31,"First Class",TS-21370,"Todd Sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-ST-10003442,"Office Supplies",Storage,"Eldon Portable Mobile Manager",141.4,5,0,38.178
3845,CA-2014-101931,2014-10-28,2014-10-31,"First Class",TS-21370,"Todd Sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-SU-10000646,"Office Supplies",Supplies,"Premier Automatic Letter Opener",480.74,2,0,14.4222
3844,CA-2014-101931,2014-10-28,2014-10-31,"First Class",TS-21370,"Todd Sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-SU-10002301,"Office Supplies",Supplies,"Serrated Blade or Curved Handle Hand Letter Openers",6.28,2,0,0.0628
1791,CA-2014-102008,2014-09-30,2014-10-04,"Standard Class",RA-19915,"Russell Applegate",Consumer,"United States","New York City","New York",10011,East,OFF-PA-10004092,"Office Supplies",Paper,"Tops Green Bar Computer Printout Paper",48.94,1,0,24.47
4948,CA-2014-102085,2014-10-04,2014-10-09,"Standard Class",JD-16015,"Joy Daniels",Consumer,"United States",Seattle,Washington,98115,West,OFF-LA-10002475,"Office Supplies",Labels,"Avery 519",29.24,4,0,13.7428
3402,CA-2014-102274,2014-11-21,2014-11-26,"Standard Class",DH-13075,"Dave Hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-AR-10002833,"Office Supplies",Art,"Newell 322",5.46,3,0,1.4742
3400,CA-2014-102274,2014-11-21,2014-11-26,"Standard Class",DH-13075,"Dave Hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-PA-10004359,"Office Supplies",Paper,"Multicolor Computer Printout Paper",629.1,6,0,301.968
3401,CA-2014-102274,2014-11-21,2014-11-26,"Standard Class",DH-13075,"Dave Hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-ST-10001511,"Office Supplies",Storage,"Space Solutions Commercial Steel Shelving",193.95,3,0,9.6975
3399,CA-2014-102274,2014-11-21,2014-11-26,"Standard Class",DH-13075,"Dave Hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBHeadset-headset- Full size, Binaural",36.99,1,0,9.9873
2367,CA-2014-102295,2014-11-24,2014-11-26,"Second Class",EH-13990,"Erica Hackney",Consumer,"United States",Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068
7693,CA-2014-102330,2014-12-29,2015-01-03,"Standard Class",AI-10855,"Arianne Irving",Consumer,"United States",Brentwood,California,94513,West,OFF-LA-10003923,"Office Supplies",Labels,"Alphabetical Labels for Top Tab Filing",88.8,6,0,44.4
7694,CA-2014-102330,2014-12-29,2015-01-03,"Standard Class",AI-10855,"Arianne Irving",Consumer,"United States",Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,"HTC One",319.968,4,0.2,35.9964
9156,CA-2014-102645,2014-01-23,2014-01-28,"Standard Class",IM-15055,"Ionia McGrath",Consumer,"United States","Las Vegas",Nevada,89115,West,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195",40.08,6,0,19.2384
6016,CA-2014-102652,2014-04-06,2014-04-12,"Standard Class",AY-10555,"Andy Yotov",Corporate,"United States","Los Angeles",California,90049,West,FUR-FU-10000747,Furniture,Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",91.96,2,0,15.6332
6017,CA-2014-102652,2014-04-06,2014-04-12,"Standard Class",AY-10555,"Andy Yotov",Corporate,"United States","Los Angeles",California,90049,West,FUR-FU-10001918,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",33.11,7,0,12.9129
6019,CA-2014-102652,2014-04-06,2014-04-12,"Standard Class",AY-10555,"Andy Yotov",Corporate,"United States","Los Angeles",California,90049,West,OFF-PA-10001977,"Office Supplies",Paper,"Xerox 194",55.48,1,0,26.6304
6018,CA-2014-102652,2014-04-06,2014-04-12,"Standard Class",AY-10555,"Andy Yotov",Corporate,"United States","Los Angeles",California,90049,West,OFF-PA-10003309,"Office Supplies",Paper,"Xerox 211",19.44,3,0,9.3312
4067,CA-2014-102673,2014-11-01,2014-11-05,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-AR-10000634,"Office Supplies",Art,"Newell 320",10.272,3,0.2,0.8988
4066,CA-2014-102673,2014-11-01,2014-11-05,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-FA-10003021,"Office Supplies",Fasteners,Staples,7.52,5,0.2,1.41
4068,CA-2014-102673,2014-11-01,2014-11-05,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-LA-10001771,"Office Supplies",Labels,"Avery 513",47.808,12,0.2,15.5376
4069,CA-2014-102673,2014-11-01,2014-11-05,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,TEC-PH-10004434,Technology,Phones,"Cisco IPPhone7961G VoIPphone- Dark gray",978.84,9,0.2,110.1195
3599,CA-2014-102869,2014-09-09,2014-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.0232
3597,CA-2014-102869,2014-09-09,2014-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,"Office Supplies",Paper,"Xerox 210",15.552,3,0.2,5.4432
3598,CA-2014-102869,2014-09-09,2014-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",64.704,6,0.2,-4.8528
3600,CA-2014-102869,2014-09-09,2014-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,"Polycom SoundPoint IP 450 VoIP phone",135.516,1,0.4,-31.6204
3280,CA-2014-102988,2014-04-05,2014-04-09,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10000127,"Office Supplies",Art,"Newell 321",22.96,7,0,6.6584
3277,CA-2014-102988,2014-04-05,2014-04-09,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10004757,"Office Supplies",Art,"Crayola Colored Pencils",22.96,7,0,7.5768
3279,CA-2014-102988,2014-04-05,2014-04-09,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-PA-10003349,"Office Supplies",Paper,"Xerox 1957",12.96,2,0,6.3504
3281,CA-2014-102988,2014-04-05,2014-04-09,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-SU-10002881,"Office Supplies",Supplies,"Martin Yale Chadless Opener Electric Letter Opener",4164.05,5,0,83.281
3278,CA-2014-102988,2014-04-05,2014-04-09,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,"AT&T CL82213",28.99,1,0,8.4071
7411,CA-2014-103058,2014-07-23,2014-07-24,"First Class",AG-10270,"Alejandro Grove",Consumer,"United States","New York City","New York",10011,East,TEC-AC-10001314,Technology,Accessories,"Case Logic 2.4GHz Wireless Keyboard",99.98,2,0,7.9984
9558,CA-2014-103086,2014-10-17,2014-10-19,"Second Class",EB-14170,"Evan Bailliet",Consumer,"United States",Houston,Texas,77095,Central,FUR-FU-10004586,Furniture,Furnishings,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs",5.312,2,0.6,-1.5936
4284,CA-2014-103100,2014-12-20,2014-12-23,"First Class",AB-10105,"Adrian Barton",Consumer,"United States",Indianapolis,Indiana,46203,Central,OFF-BI-10004600,"Office Supplies",Binders,"Ibico Ibimaster 300 Manual Binding System",1103.97,3,0,496.7865
4283,CA-2014-103100,2014-12-20,2014-12-23,"First Class",AB-10105,"Adrian Barton",Consumer,"United States",Indianapolis,Indiana,46203,Central,OFF-LA-10003720,"Office Supplies",Labels,"Avery 487",3.69,1,0,1.7343
5725,CA-2014-103191,2014-09-22,2014-09-27,"Standard Class",VG-21805,"Vivek Grady",Corporate,"United States",Chicago,Illinois,60653,Central,OFF-ST-10002574,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884
8138,CA-2014-103219,2014-11-09,2014-11-13,"Standard Class",BF-11215,"Benjamin Farhat","Home Office","United States","New York City","New York",10035,East,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,0,21.4776
9200,CA-2014-103310,2014-05-10,2014-05-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States","San Jose",California,95123,West,FUR-CH-10002320,Furniture,Chairs,"Hon Pagoda Stacking Chairs",256.784,1,0.2,32.098
9197,CA-2014-103310,2014-05-10,2014-05-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States","San Jose",California,95123,West,OFF-PA-10004353,"Office Supplies",Paper,"Southworth 25% Cotton Premium Laser Paper and Envelopes",39.96,2,0,19.1808
9199,CA-2014-103310,2014-05-10,2014-05-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States","San Jose",California,95123,West,OFF-SU-10004737,"Office Supplies",Supplies,"Acme Design Stainless Steel Bent Scissors",41.04,6,0,11.0808
9198,CA-2014-103310,2014-05-10,2014-05-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States","San Jose",California,95123,West,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",1432,5,0.2,125.3
5437,CA-2014-103317,2014-07-05,2014-07-08,"First Class",DM-13525,"Don Miller",Corporate,"United States","Palm Coast",Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,"Advantus Panel Wall Certificate Holder - 8.5x11",19.52,2,0.2,5.368
5439,CA-2014-103317,2014-07-05,2014-07-08,"First Class",DM-13525,"Don Miller",Corporate,"United States","Palm Coast",Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,"Luxo Adjustable Task Clamp Lamp",213.216,3,0.2,15.9912
5438,CA-2014-103317,2014-07-05,2014-07-08,"First Class",DM-13525,"Don Miller",Corporate,"United States","Palm Coast",Florida,32137,South,OFF-BI-10001787,"Office Supplies",Binders,"Wilson Jones Four-Pocket Poly Binders",9.81,5,0.7,-6.867
5334,CA-2014-103331,2014-08-26,2014-09-01,"Standard Class",KB-16315,"Karl Braun",Consumer,"United States",Newark,Delaware,19711,East,FUR-FU-10001731,Furniture,Furnishings,"Acrylic Self-Standing Desk Frames",10.68,4,0,4.0584
5335,CA-2014-103331,2014-08-26,2014-09-01,"Standard Class",KB-16315,"Karl Braun",Consumer,"United States",Newark,Delaware,19711,East,OFF-PA-10002160,"Office Supplies",Paper,"Xerox 1978",17.34,3,0,8.4966
5336,CA-2014-103331,2014-08-26,2014-09-01,"Standard Class",KB-16315,"Karl Braun",Consumer,"United States",Newark,Delaware,19711,East,OFF-PA-10002659,"Office Supplies",Paper,"Avoid Verbal Orders Carbonless Minifold Book",3.38,1,0,1.5548
1914,CA-2014-103366,2014-01-15,2014-01-17,"First Class",EH-13990,"Erica Hackney",Consumer,"United States",Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",149.95,5,0,65.978
1830,CA-2014-103373,2014-05-18,2014-05-24,"Standard Class",BS-11755,"Bruce Stewart",Consumer,"United States",Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,"Apple iPhone 5",779.796,2,0.4,-168.9558
4499,CA-2014-103401,2014-11-21,2014-11-26,"Standard Class",GR-14560,"Georgia Rosenberg",Corporate,"United States","San Francisco",California,94110,West,OFF-PA-10003309,"Office Supplies",Paper,"Xerox 211",12.96,2,0,6.2208
7859,CA-2014-103429,2014-05-30,2014-06-01,"First Class",LW-16825,"Laurel Workman",Corporate,"United States","New York City","New York",10024,East,OFF-AP-10001005,"Office Supplies",Appliances,"Honeywell Quietcare HEPA Air Cleaner",235.95,3,0,77.8635
7857,CA-2014-103429,2014-05-30,2014-06-01,"First Class",LW-16825,"Laurel Workman",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10004233,"Office Supplies",Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"""",25.584,2,0.2,8.9544
7860,CA-2014-103429,2014-05-30,2014-06-01,"First Class",LW-16825,"Laurel Workman",Corporate,"United States","New York City","New York",10024,East,OFF-PA-10001712,"Office Supplies",Paper,"Xerox 1948",39.96,4,0,17.982
7858,CA-2014-103429,2014-05-30,2014-06-01,"First Class",LW-16825,"Laurel Workman",Corporate,"United States","New York City","New York",10024,East,TEC-PH-10003505,Technology,Phones,"Geemarc AmpliPOWER60",464,5,0,134.56
7549,CA-2014-103492,2014-10-10,2014-10-15,"Standard Class",CM-12715,"Craig Molinari",Corporate,"United States",Huntsville,Texas,77340,Central,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",0.898,1,0.8,-1.5715
7548,CA-2014-103492,2014-10-10,2014-10-15,"Standard Class",CM-12715,"Craig Molinari",Corporate,"United States",Huntsville,Texas,77340,Central,OFF-BI-10004817,"Office Supplies",Binders,"GBC Personal VeloBind Strips",11.98,5,0.8,-19.168
7546,CA-2014-103492,2014-10-10,2014-10-15,"Standard Class",CM-12715,"Craig Molinari",Corporate,"United States",Huntsville,Texas,77340,Central,TEC-PH-10001128,Technology,Phones,"Motorola Droid Maxx",719.952,6,0.2,71.9952
7547,CA-2014-103492,2014-10-10,2014-10-15,"Standard Class",CM-12715,"Craig Molinari",Corporate,"United States",Huntsville,Texas,77340,Central,TEC-PH-10004667,Technology,Phones,"Cisco 8x8 Inc. 6753i IP Business Phone System",755.944,7,0.2,66.1451
4216,CA-2014-103590,2014-11-30,2014-12-04,"Standard Class",JL-15505,"Jeremy Lonsdale",Consumer,"United States","Mount Vernon","New York",10550,East,OFF-EN-10004007,"Office Supplies",Envelopes,"Park Ridge Embossed Executive Business Envelopes",62.28,4,0,29.2716
6579,CA-2014-103660,2014-08-25,2014-08-30,"Standard Class",MW-18220,"Mitch Webber",Consumer,"United States",Seattle,Washington,98103,West,TEC-PH-10000895,Technology,Phones,"Polycom VVX 310 VoIP phone",1007.944,7,0.2,75.5958
3285,CA-2014-103702,2014-09-12,2014-09-17,"Standard Class",AF-10885,"Art Foster",Consumer,"United States",Fairfield,Ohio,45014,East,OFF-BI-10002429,"Office Supplies",Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776
6531,CA-2014-103744,2014-02-23,2014-02-27,"Standard Class",MG-17875,"Michael Grace","Home Office","United States","El Paso",Texas,79907,Central,OFF-BI-10000320,"Office Supplies",Binders,"GBC Plastic Binding Combs",4.428,3,0.8,-6.8634
6530,CA-2014-103744,2014-02-23,2014-02-27,"Standard Class",MG-17875,"Michael Grace","Home Office","United States","El Paso",Texas,79907,Central,OFF-LA-10004425,"Office Supplies",Labels,"Staple-on labels",6.936,3,0.2,2.3409
9002,CA-2014-103807,2014-12-02,2014-12-09,"Standard Class",EM-13825,"Elizabeth Moffitt",Corporate,"United States","Sandy Springs",Georgia,30328,South,TEC-AC-10000199,Technology,Accessories,"Kingston Digital DataTraveler 8GB USB 2.0",5.95,1,0,0.833
546,CA-2014-103849,2014-05-11,2014-05-16,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States","Fort Worth",Texas,76106,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
544,CA-2014-103849,2014-05-11,2014-05-16,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States","Fort Worth",Texas,76106,Central,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.112,2,0.2,7.264
